MapSizeX,4096
MapSizeZ,4096
WaterLevel,0
2408,0,263.12
2416,0,263.15
2424,0,263.18
2432,0,263.23
2440,0,263.28
2448,0,263.34
2456,0,263.41
2464,0,263.50
2472,0,263.63
2480,0,263.78
2488,0,263.96
2496,0,264.14
2504,0,264.39
2512,0,264.68
2520,0,265.00
2528,0,265.24
2536,0,265.70
2544,0,266.95
2552,0,269.53
2560,0,272.31
2568,0,274.51
2576,0,280.23
2584,0,260.88
2592,0,233.75
2600,0,219.54
2608,0,206.88
2616,0,194.55
2624,0,182.98
2632,0,172.84
2640,0,165.31
2648,0,164.11
2656,0,163.89
2664,0,163.38
2672,0,163.02
2680,0,162.98
2688,0,163.06
2696,0,163.15
2704,0,163.28
2712,0,163.41
2720,0,163.51
2728,0,163.62
2736,0,163.71
2744,0,163.80
2752,0,163.88
2760,0,163.94
2768,0,163.97
2776,0,164.00
2784,0,164.02
2792,0,164.00
2800,0,163.99
2808,0,163.94
2816,0,163.89
2824,0,163.86
2832,0,163.82
2840,0,163.77
2848,0,163.73
2856,0,163.70
2864,0,163.68
2872,0,163.67
2880,0,163.67
2888,0,163.68
2896,0,163.70
2904,0,163.71
2912,0,163.73
2920,0,163.76
2928,0,163.77
2936,0,163.80
2944,0,163.83
2952,0,163.88
2960,0,163.93
2968,0,163.99
2976,0,164.03
2984,0,164.08
2992,0,164.09
3000,0,164.11
3008,0,164.09
3016,0,164.08
3024,0,164.03
3032,0,163.99
3040,0,163.94
3048,0,163.89
3056,0,163.86
3064,0,163.83
3072,0,163.82
3080,0,163.82
3088,0,163.82
3096,0,163.85
3104,0,163.86
3112,0,163.88
3120,0,163.91
3128,0,163.91
3136,0,163.91
3144,0,163.91
3152,0,163.88
3160,0,163.86
3168,0,163.82
3176,0,163.79
3184,0,163.76
3192,0,163.71
3200,0,163.70
3208,0,163.67
3216,0,163.65
3224,0,163.64
3232,0,163.64
3240,0,163.64
3248,0,163.67
3256,0,163.68
3264,0,163.71
3272,0,163.76
3280,0,163.79
3288,0,163.82
3296,0,163.85
3304,0,163.88
3312,0,163.89
3320,0,163.93
3328,0,163.93
3336,0,163.94
3344,0,163.94
3352,0,163.96
3360,0,163.94
3368,0,163.94
3376,0,163.93
3384,0,163.91
3392,0,163.89
3400,0,163.88
3408,0,163.85
3416,0,163.83
3424,0,163.82
3432,0,163.80
3440,0,163.79
3448,0,163.76
3456,0,163.74
3464,0,163.70
3472,0,163.65
3480,0,163.60
3488,0,163.56
3496,0,163.50
3504,0,163.42
3512,0,163.33
3520,0,163.19
3528,0,163.09
3536,0,163.07
3544,0,163.18
3552,0,163.33
3560,0,163.47
3568,0,163.53
3576,0,163.39
3584,0,163.18
3592,0,163.30
3600,0,163.76
3608,0,164.22
3616,0,164.58
3624,0,164.86
3632,0,164.92
3640,0,164.54
3648,0,163.91
3656,0,163.41
3664,0,162.89
3672,0,161.77
3680,0,161.35
3688,0,165.63
3696,0,163.54
3704,0,159.73
3712,0,161.38
3720,0,169.95
3728,0,186.23
3736,0,205.66
3744,0,217.07
3752,0,224.04
3760,0,234.92
3768,0,246.89
3776,0,255.25
3784,0,260.56
3792,0,263.73
3800,0,264.71
3808,0,264.77
3816,0,264.85
3824,0,264.71
3832,0,264.40
3840,0,264.08
3848,0,263.85
3856,0,263.69
3864,0,263.58
3872,0,263.49
3880,0,263.43
3888,0,263.38
3896,0,263.34
3904,0,263.31
3912,0,263.28
3920,0,263.24
3928,0,263.21
3936,0,263.18
3944,0,263.14
3952,0,263.11
3960,0,263.09
3968,0,263.06
3976,0,263.05
3984,0,263.03
3992,0,263.03
4000,0,263.02
4008,0,263.02
4016,0,263.00
4024,0,262.99
4032,0,262.99
4040,0,262.97
4048,0,262.95
4056,0,262.94
4064,0,262.94
4072,0,262.94
4080,0,262.95
4088,0,262.97
0,8,262.94
8,8,262.92
16,8,262.89
24,8,262.88
32,8,262.85
40,8,262.82
48,8,262.79
56,8,262.76
64,8,262.74
72,8,262.73
80,8,262.71
88,8,262.68
96,8,262.66
104,8,262.65
112,8,262.65
120,8,262.68
128,8,262.73
136,8,262.80
144,8,262.86
152,8,262.92
160,8,262.97
168,8,263.00
176,8,263.03
184,8,263.06
192,8,263.09
200,8,263.12
208,8,263.17
216,8,263.21
224,8,263.26
232,8,263.31
240,8,263.34
248,8,263.37
256,8,263.40
264,8,263.44
272,8,263.47
280,8,263.53
288,8,263.61
296,8,263.70
304,8,263.81
312,8,263.95
320,8,264.13
328,8,264.37
336,8,264.69
344,8,265.17
352,8,265.73
360,8,266.17
368,8,267.14
376,8,268.92
384,8,272.49
392,8,274.35
400,8,258.88
408,8,225.63
416,8,198.23
424,8,203.23
432,8,198.52
440,8,171.23
448,8,159.47
456,8,158.45
464,8,162.55
472,8,163.48
480,8,161.48
488,8,159.30
496,8,161.09
504,8,162.51
512,8,163.07
520,8,161.47
528,8,159.65
536,8,161.07
544,8,162.99
552,8,163.16
560,8,162.95
568,8,162.99
576,8,163.18
584,8,163.42
592,8,163.57
600,8,163.70
608,8,163.77
616,8,163.85
624,8,163.89
632,8,163.93
640,8,163.96
648,8,163.97
656,8,163.97
664,8,163.97
672,8,163.97
680,8,163.97
688,8,163.96
696,8,163.94
704,8,163.94
712,8,163.93
720,8,163.91
728,8,163.89
736,8,163.88
744,8,163.88
752,8,163.86
760,8,163.85
768,8,163.83
776,8,163.83
784,8,163.82
792,8,163.82
800,8,163.82
808,8,163.82
816,8,163.83
824,8,163.85
832,8,163.86
840,8,163.88
848,8,163.89
856,8,163.91
864,8,163.93
872,8,163.93
880,8,163.94
888,8,163.94
896,8,163.96
904,8,163.99
912,8,164.02
920,8,164.05
928,8,164.08
936,8,164.09
944,8,164.11
952,8,164.11
960,8,164.09
968,8,164.06
976,8,164.03
984,8,164.00
992,8,163.96
1000,8,163.93
1008,8,163.91
1016,8,163.88
1024,8,163.88
1032,8,163.88
1040,8,163.88
1048,8,163.89
1056,8,163.91
1064,8,163.94
1072,8,163.97
1080,8,164.00
1088,8,164.02
1096,8,164.05
1104,8,164.05
1112,8,164.05
1120,8,164.05
1128,8,164.03
1136,8,164.02
1144,8,164.00
1152,8,163.97
1160,8,163.94
1168,8,163.93
1176,8,163.89
1184,8,163.86
1192,8,163.85
1200,8,163.83
1208,8,163.82
1216,8,163.80
1224,8,163.79
1232,8,163.77
1240,8,163.74
1248,8,163.71
1256,8,163.67
1264,8,163.62
1272,8,163.57
1280,8,163.54
1288,8,163.50
1296,8,163.47
1304,8,163.47
1312,8,163.59
1320,8,163.89
1328,8,163.76
1336,8,162.83
1344,8,163.04
1352,8,169.91
1360,8,186.60
1368,8,217.90
1376,8,240.88
1384,8,249.73
1392,8,259.51
1400,8,265.12
1408,8,269.52
1416,8,268.81
1424,8,268.05
1432,8,267.09
1440,8,266.30
1448,8,265.66
1456,8,264.95
1464,8,264.47
1472,8,264.25
1480,8,264.28
1488,8,264.14
1496,8,263.84
1504,8,263.58
1512,8,263.41
1520,8,263.29
1528,8,263.20
1536,8,263.14
1544,8,263.09
1552,8,263.06
1560,8,263.05
1568,8,263.03
1576,8,263.05
1584,8,263.06
1592,8,263.08
1600,8,263.11
1608,8,263.14
1616,8,263.17
1624,8,263.20
1632,8,263.20
1640,8,263.20
1648,8,263.17
1656,8,263.14
1664,8,263.09
1672,8,263.05
1680,8,262.99
1688,8,262.94
1696,8,262.91
1704,8,262.88
1712,8,262.88
1720,8,262.91
1728,8,262.95
1736,8,263.00
1744,8,263.06
1752,8,263.12
1760,8,263.18
1768,8,263.23
1776,8,263.29
1784,8,263.34
1792,8,263.38
1800,8,263.41
1808,8,263.44
1816,8,263.47
1824,8,263.49
1832,8,263.50
1840,8,263.50
1848,8,263.49
1856,8,263.47
1864,8,263.46
1872,8,263.43
1880,8,263.37
1888,8,263.32
1896,8,263.26
1904,8,263.20
1912,8,263.14
1920,8,263.08
1928,8,263.03
1936,8,263.00
1944,8,262.97
1952,8,262.97
1960,8,262.97
1968,8,262.99
1976,8,263.02
1984,8,263.05
1992,8,263.09
2000,8,263.14
2008,8,263.18
2016,8,263.24
2024,8,263.31
2032,8,263.35
2040,8,263.38
2048,8,263.41
2056,8,263.43
2064,8,263.44
2072,8,263.43
2080,8,263.41
2088,8,263.40
2096,8,263.35
2104,8,263.32
2112,8,263.28
2120,8,263.23
2128,8,263.18
2136,8,263.15
2144,8,263.11
2152,8,263.08
2160,8,263.05
2168,8,263.03
2176,8,263.02
2184,8,263.00
2192,8,263.00
2200,8,263.00
2208,8,263.00
2216,8,263.02
2224,8,263.03
2232,8,263.05
2240,8,263.06
2248,8,263.08
2256,8,263.08
2264,8,263.08
2272,8,263.08
2280,8,263.06
2288,8,263.05
2296,8,263.02
2304,8,263.00
2312,8,262.97
2320,8,262.95
2328,8,262.94
2336,8,262.94
2344,8,262.92
2352,8,262.94
2360,8,262.94
2368,8,262.95
2376,8,262.99
2384,8,263.00
2392,8,263.03
2400,8,263.06
2408,8,263.08
2416,8,263.11
2424,8,263.15
2432,8,263.18
2440,8,263.24
2448,8,263.32
2456,8,263.41
2464,8,263.57
2472,8,263.76
2480,8,263.99
2488,8,264.24
2496,8,264.42
2504,8,264.57
2512,8,264.72
2520,8,264.88
2528,8,265.05
2536,8,265.98
2544,8,267.88
2552,8,269.74
2560,8,271.91
2568,8,276.17
2576,8,274.40
2584,8,258.38
2592,8,237.64
2600,8,211.17
2608,8,203.37
2616,8,193.18
2624,8,181.52
2632,8,172.33
2640,8,165.85
2648,8,163.68
2656,8,163.70
2664,8,163.15
2672,8,162.75
2680,8,162.80
2688,8,162.90
2696,8,163.06
2704,8,163.21
2712,8,163.35
2720,8,163.47
2728,8,163.59
2736,8,163.71
2744,8,163.80
2752,8,163.88
2760,8,163.94
2768,8,163.97
2776,8,164.00
2784,8,164.02
2792,8,164.00
2800,8,163.97
2808,8,163.94
2816,8,163.89
2824,8,163.85
2832,8,163.80
2840,8,163.76
2848,8,163.71
2856,8,163.68
2864,8,163.67
2872,8,163.64
2880,8,163.64
2888,8,163.64
2896,8,163.64
2904,8,163.65
2912,8,163.67
2920,8,163.68
2928,8,163.71
2936,8,163.74
2944,8,163.77
2952,8,163.82
2960,8,163.86
2968,8,163.93
2976,8,163.99
2984,8,164.03
2992,8,164.06
3000,8,164.08
3008,8,164.08
3016,8,164.05
3024,8,164.02
3032,8,163.99
3040,8,163.94
3048,8,163.91
3056,8,163.88
3064,8,163.85
3072,8,163.85
3080,8,163.85
3088,8,163.86
3096,8,163.89
3104,8,163.91
3112,8,163.94
3120,8,163.96
3128,8,163.96
3136,8,163.96
3144,8,163.94
3152,8,163.91
3160,8,163.88
3168,8,163.83
3176,8,163.80
3184,8,163.76
3192,8,163.71
3200,8,163.68
3208,8,163.65
3216,8,163.62
3224,8,163.62
3232,8,163.60
3240,8,163.62
3248,8,163.64
3256,8,163.67
3264,8,163.70
3272,8,163.74
3280,8,163.77
3288,8,163.82
3296,8,163.85
3304,8,163.88
3312,8,163.89
3320,8,163.93
3328,8,163.94
3336,8,163.94
3344,8,163.96
3352,8,163.96
3360,8,163.96
3368,8,163.96
3376,8,163.94
3384,8,163.93
3392,8,163.89
3400,8,163.88
3408,8,163.85
3416,8,163.82
3424,8,163.80
3432,8,163.77
3440,8,163.74
3448,8,163.71
3456,8,163.68
3464,8,163.64
3472,8,163.57
3480,8,163.50
3488,8,163.41
3496,8,163.30
3504,8,163.13
3512,8,162.87
3520,8,162.73
3528,8,162.61
3536,8,162.67
3544,8,162.81
3552,8,162.81
3560,8,162.92
3568,8,162.92
3576,8,162.37
3584,8,161.99
3592,8,162.51
3600,8,163.44
3608,8,164.28
3616,8,164.96
3624,8,165.48
3632,8,165.77
3640,8,165.39
3648,8,164.60
3656,8,163.48
3664,8,162.75
3672,8,162.06
3680,8,162.29
3688,8,166.96
3696,8,169.31
3704,8,172.90
3712,8,182.53
3720,8,179.66
3728,8,186.40
3736,8,199.80
3744,8,212.78
3752,8,225.01
3760,8,235.11
3768,8,244.05
3776,8,253.49
3784,8,259.38
3792,8,263.89
3800,8,264.76
3808,8,264.65
3816,8,264.83
3824,8,264.71
3832,8,264.40
3840,8,264.11
3848,8,263.87
3856,8,263.69
3864,8,263.57
3872,8,263.47
3880,8,263.41
3888,8,263.35
3896,8,263.31
3904,8,263.26
3912,8,263.23
3920,8,263.20
3928,8,263.17
3936,8,263.12
3944,8,263.09
3952,8,263.08
3960,8,263.05
3968,8,263.03
3976,8,263.02
3984,8,263.00
3992,8,263.00
4000,8,263.00
4008,8,262.99
4016,8,262.99
4024,8,262.97
4032,8,262.95
4040,8,262.94
4048,8,262.92
4056,8,262.92
4064,8,262.91
4072,8,262.91
4080,8,262.92
4088,8,262.94
0,16,262.89
8,16,262.89
16,16,262.88
24,16,262.86
32,16,262.85
40,16,262.85
48,16,262.85
56,16,262.85
64,16,262.85
72,16,262.86
80,16,262.86
88,16,262.86
96,16,262.88
104,16,262.88
112,16,262.88
120,16,262.88
128,16,262.91
136,16,262.94
144,16,262.95
152,16,262.99
160,16,263.02
168,16,263.05
176,16,263.08
184,16,263.09
192,16,263.12
200,16,263.15
208,16,263.18
216,16,263.23
224,16,263.28
232,16,263.32
240,16,263.37
248,16,263.40
256,16,263.44
264,16,263.47
272,16,263.53
280,16,263.58
288,16,263.66
296,16,263.75
304,16,263.85
312,16,263.99
320,16,264.16
328,16,264.37
336,16,264.65
344,16,265.01
352,16,265.53
360,16,266.02
368,16,266.39
376,16,267.52
384,16,269.44
392,16,275.16
400,16,269.94
408,16,227.72
416,16,211.29
424,16,209.72
432,16,211.85
440,16,191.51
448,16,166.32
456,16,158.22
464,16,160.75
472,16,163.42
480,16,158.46
488,16,154.22
496,16,156.23
504,16,157.04
512,16,153.15
520,16,149.48
528,16,151.70
536,16,156.05
544,16,160.80
552,16,162.75
560,16,162.95
568,16,162.99
576,16,162.87
584,16,163.10
592,16,163.38
600,16,163.56
608,16,163.68
616,16,163.77
624,16,163.83
632,16,163.88
640,16,163.91
648,16,163.94
656,16,163.96
664,16,163.96
672,16,163.96
680,16,163.96
688,16,163.94
696,16,163.94
704,16,163.93
712,16,163.93
720,16,163.91
728,16,163.89
736,16,163.89
744,16,163.88
752,16,163.88
760,16,163.86
768,16,163.85
776,16,163.85
784,16,163.83
792,16,163.83
800,16,163.83
808,16,163.85
816,16,163.85
824,16,163.86
832,16,163.89
840,16,163.91
848,16,163.93
856,16,163.94
864,16,163.96
872,16,163.97
880,16,163.99
888,16,163.99
896,16,164.00
904,16,164.03
912,16,164.06
920,16,164.09
928,16,164.12
936,16,164.15
944,16,164.17
952,16,164.17
960,16,164.15
968,16,164.14
976,16,164.11
984,16,164.08
992,16,164.05
1000,16,164.02
1008,16,163.99
1016,16,163.97
1024,16,163.96
1032,16,163.96
1040,16,163.96
1048,16,163.97
1056,16,163.99
1064,16,164.02
1072,16,164.03
1080,16,164.06
1088,16,164.08
1096,16,164.09
1104,16,164.11
1112,16,164.11
1120,16,164.11
1128,16,164.09
1136,16,164.06
1144,16,164.05
1152,16,164.02
1160,16,163.99
1168,16,163.96
1176,16,163.93
1184,16,163.89
1192,16,163.86
1200,16,163.83
1208,16,163.82
1216,16,163.79
1224,16,163.76
1232,16,163.73
1240,16,163.70
1248,16,163.65
1256,16,163.60
1264,16,163.54
1272,16,163.50
1280,16,163.47
1288,16,163.45
1296,16,163.50
1304,16,163.60
1312,16,163.96
1320,16,163.91
1328,16,163.36
1336,16,162.35
1344,16,164.60
1352,16,173.48
1360,16,189.93
1368,16,217.18
1376,16,241.23
1384,16,247.73
1392,16,256.13
1400,16,263.41
1408,16,267.55
1416,16,269.38
1424,16,269.62
1432,16,270.37
1440,16,270.71
1448,16,270.23
1456,16,269.09
1464,16,267.59
1472,16,265.93
1480,16,264.89
1488,16,264.51
1496,16,264.11
1504,16,263.76
1512,16,263.52
1520,16,263.35
1528,16,263.26
1536,16,263.18
1544,16,263.12
1552,16,263.08
1560,16,263.05
1568,16,263.05
1576,16,263.03
1584,16,263.05
1592,16,263.06
1600,16,263.09
1608,16,263.11
1616,16,263.12
1624,16,263.14
1632,16,263.15
1640,16,263.15
1648,16,263.12
1656,16,263.11
1664,16,263.06
1672,16,263.02
1680,16,262.97
1688,16,262.92
1696,16,262.89
1704,16,262.88
1712,16,262.88
1720,16,262.89
1728,16,262.94
1736,16,262.99
1744,16,263.03
1752,16,263.11
1760,16,263.17
1768,16,263.21
1776,16,263.28
1784,16,263.34
1792,16,263.38
1800,16,263.43
1808,16,263.47
1816,16,263.50
1824,16,263.53
1832,16,263.55
1840,16,263.55
1848,16,263.55
1856,16,263.53
1864,16,263.50
1872,16,263.47
1880,16,263.41
1888,16,263.35
1896,16,263.29
1904,16,263.21
1912,16,263.15
1920,16,263.09
1928,16,263.03
1936,16,263.00
1944,16,262.97
1952,16,262.95
1960,16,262.95
1968,16,262.95
1976,16,262.99
1984,16,263.02
1992,16,263.06
2000,16,263.11
2008,16,263.17
2016,16,263.24
2024,16,263.29
2032,16,263.35
2040,16,263.38
2048,16,263.41
2056,16,263.43
2064,16,263.44
2072,16,263.43
2080,16,263.41
2088,16,263.38
2096,16,263.35
2104,16,263.32
2112,16,263.28
2120,16,263.23
2128,16,263.20
2136,16,263.17
2144,16,263.14
2152,16,263.11
2160,16,263.08
2168,16,263.06
2176,16,263.05
2184,16,263.05
2192,16,263.05
2200,16,263.05
2208,16,263.05
2216,16,263.05
2224,16,263.06
2232,16,263.08
2240,16,263.08
2248,16,263.09
2256,16,263.09
2264,16,263.09
2272,16,263.08
2280,16,263.06
2288,16,263.05
2296,16,263.02
2304,16,263.00
2312,16,262.97
2320,16,262.95
2328,16,262.94
2336,16,262.92
2344,16,262.92
2352,16,262.92
2360,16,262.94
2368,16,262.95
2376,16,262.97
2384,16,262.99
2392,16,263.00
2400,16,263.02
2408,16,263.05
2416,16,263.08
2424,16,263.11
2432,16,263.15
2440,16,263.21
2448,16,263.31
2456,16,263.46
2464,16,263.67
2472,16,263.99
2480,16,264.39
2488,16,264.72
2496,16,264.94
2504,16,265.08
2512,16,265.11
2520,16,265.15
2528,16,265.95
2536,16,267.94
2544,16,269.81
2552,16,271.24
2560,16,272.78
2568,16,274.22
2576,16,274.11
2584,16,260.86
2592,16,226.44
2600,16,205.87
2608,16,200.07
2616,16,192.47
2624,16,181.64
2632,16,171.07
2640,16,164.41
2648,16,162.58
2656,16,162.19
2664,16,162.75
2672,16,162.57
2680,16,162.43
2688,16,162.63
2696,16,162.86
2704,16,163.06
2712,16,163.25
2720,16,163.42
2728,16,163.56
2736,16,163.68
2744,16,163.79
2752,16,163.88
2760,16,163.94
2768,16,163.97
2776,16,164.00
2784,16,164.02
2792,16,164.00
2800,16,163.97
2808,16,163.94
2816,16,163.89
2824,16,163.85
2832,16,163.80
2840,16,163.76
2848,16,163.71
2856,16,163.67
2864,16,163.64
2872,16,163.60
2880,16,163.59
2888,16,163.59
2896,16,163.59
2904,16,163.59
2912,16,163.59
2920,16,163.60
2928,16,163.62
2936,16,163.65
2944,16,163.70
2952,16,163.74
2960,16,163.79
2968,16,163.85
2976,16,163.91
2984,16,163.97
2992,16,164.02
3000,16,164.05
3008,16,164.05
3016,16,164.03
3024,16,164.00
3032,16,163.99
3040,16,163.96
3048,16,163.93
3056,16,163.89
3064,16,163.88
3072,16,163.88
3080,16,163.89
3088,16,163.91
3096,16,163.94
3104,16,163.97
3112,16,163.99
3120,16,164.00
3128,16,164.00
3136,16,163.99
3144,16,163.97
3152,16,163.94
3160,16,163.91
3168,16,163.86
3176,16,163.82
3184,16,163.76
3192,16,163.71
3200,16,163.67
3208,16,163.64
3216,16,163.60
3224,16,163.59
3232,16,163.59
3240,16,163.59
3248,16,163.62
3256,16,163.65
3264,16,163.68
3272,16,163.73
3280,16,163.77
3288,16,163.80
3296,16,163.85
3304,16,163.86
3312,16,163.89
3320,16,163.91
3328,16,163.94
3336,16,163.96
3344,16,163.96
3352,16,163.97
3360,16,163.96
3368,16,163.96
3376,16,163.94
3384,16,163.93
3392,16,163.91
3400,16,163.88
3408,16,163.85
3416,16,163.82
3424,16,163.77
3432,16,163.74
3440,16,163.70
3448,16,163.67
3456,16,163.60
3464,16,163.54
3472,16,163.45
3480,16,163.36
3488,16,163.22
3496,16,163.04
3504,16,162.93
3512,16,162.92
3520,16,162.11
3528,16,161.51
3536,16,161.03
3544,16,160.37
3552,16,159.67
3560,16,159.48
3568,16,159.39
3576,16,158.91
3584,16,159.09
3592,16,160.37
3600,16,162.41
3608,16,164.61
3616,16,166.05
3624,16,166.90
3632,16,167.36
3640,16,167.21
3648,16,166.99
3656,16,165.34
3664,16,163.59
3672,16,163.53
3680,16,163.70
3688,16,168.67
3696,16,177.26
3704,16,186.52
3712,16,200.53
3720,16,195.04
3728,16,193.13
3736,16,204.44
3744,16,221.21
3752,16,229.11
3760,16,237.82
3768,16,246.08
3776,16,252.81
3784,16,258.62
3792,16,263.60
3800,16,265.20
3808,16,264.97
3816,16,264.98
3824,16,264.85
3832,16,264.54
3840,16,264.19
3848,16,263.92
3856,16,263.72
3864,16,263.57
3872,16,263.47
3880,16,263.40
3888,16,263.32
3896,16,263.28
3904,16,263.23
3912,16,263.18
3920,16,263.15
3928,16,263.11
3936,16,263.08
3944,16,263.05
3952,16,263.02
3960,16,263.00
3968,16,262.99
3976,16,262.99
3984,16,262.97
3992,16,262.97
4000,16,262.97
4008,16,262.97
4016,16,262.97
4024,16,262.95
4032,16,262.94
4040,16,262.92
4048,16,262.91
4056,16,262.89
4064,16,262.89
4072,16,262.89
4080,16,262.89
4088,16,262.92
0,24,262.86
8,24,262.86
16,24,262.86
24,24,262.86
32,24,262.86
40,24,262.88
48,24,262.88
56,24,262.89
64,24,262.92
72,24,262.94
80,24,262.97
88,24,262.99
96,24,263.00
104,24,263.02
112,24,263.02
120,24,263.02
128,24,263.02
136,24,263.03
144,24,263.03
152,24,263.05
160,24,263.06
168,24,263.09
176,24,263.11
184,24,263.14
192,24,263.15
200,24,263.18
208,24,263.21
216,24,263.26
224,24,263.31
232,24,263.35
240,24,263.41
248,24,263.46
256,24,263.50
264,24,263.55
272,24,263.61
280,24,263.69
288,24,263.76
296,24,263.85
304,24,263.96
312,24,264.08
320,24,264.24
328,24,264.40
336,24,264.63
344,24,264.92
352,24,265.34
360,24,265.82
368,24,266.11
376,24,266.74
384,24,268.46
392,24,271.56
400,24,275.67
408,24,272.81
416,24,268.48
424,24,247.42
432,24,239.58
440,24,230.29
448,24,184.54
456,24,161.04
464,24,156.78
472,24,158.97
